season,team,week,pythag_exp
2006,DET,6,0.22038677791469727
2006,DET,7,0.26509694567400827
2006,DET,9,0.27648337179597354
2006,DET,10,0.35328425993120005
2006,DET,11,0.3458008072867904
2006,DET,12,0.33484135848665636
2006,DET,13,0.3031946086733593
2006,DET,14,0.30443907022988753
2006,DET,15,0.2995748122528101
2006,DET,16,0.29192087945312417
2006,DET,17,0.2967964915646965
2006,GB,2,0.0
2006,GB,3,0.10526933057384044
2006,GB,4,0.2703984891942574
2006,GB,5,0.1903339243789758
2006,GB,7,0.22506217233797135
2006,GB,8,0.31388049017074754
2006,GB,9,0.4030200271037019
2006,GB,10,0.36245319067933907
2006,GB,11,0.3947064324706317
2006,GB,12,0.3040011881740038
2006,GB,13,0.3014079567214318
2006,GB,14,0.2592864801217704
2006,GB,15,0.2976854819022004
2006,GB,16,0.3206554088334528
2006,GB,17,0.3286367168657794
2006,HOU,2,0.08736380871183905
2006,HOU,3,0.1396824402966708
2006,HOU,4,0.1349790151099077
2006,HOU,6,0.19137125117409665
2006,HOU,7,0.12865606029006443
2006,HOU,8,0.2343136935192552
2006,HOU,9,0.25086218152212614
2006,HOU,10,0.2535403728535136
2006,HOU,11,0.2769565886488781
2006,HOU,12,0.29108533709670126
2006,HOU,13,0.26812068290708235
2006,HOU,14,0.3062491466189514
2006,HOU,15,0.3084339162808736
2006,HOU,16,0.25677013348373484
2006,HOU,17,0.27983605482924845
2006,IND,2,0.6393118407492966
2006,IND,3,0.7586971605102978
2006,IND,4,0.7561505678709578
2006,IND,5,0.7076679978765676
2006,IND,7,0.6908893351534269
2006,IND,8,0.7119517069556863
2006,IND,9,0.6865616027109338
2006,IND,10,0.6870652756476721
2006,IND,11,0.6767534676168164
2006,IND,12,0.646370845151429
2006,IND,13,0.6837345693041703
2006,IND,14,0.6665089660701732
2006,IND,15,0.5977740442277102
2006,IND,16,0.6244908641463219
2006,IND,17,0.6109630095688605
2006,JAX,2,0.7158915186208382
2006,JAX,3,0.8554037869506972
2006,JAX,4,0.6386857946360446
2006,JAX,5,0.5266008802012587
2006,JAX,7,0.7773933832544032
2006,JAX,8,0.6390764284575859
2006,JAX,9,0.6641533913158738
2006,JAX,10,0.7592577712383801
2006,JAX,11,0.7326544625362718
2006,JAX,12,0.7608655856129714
2006,JAX,13,0.723931380090544
2006,JAX,14,0.7438413899572187
2006,JAX,15,0.774991020336519
2006,JAX,16,0.7437955334624491
2006,JAX,17,0.7216222342713225
2006,KC,2,0.09689626519903893
2006,KC,4,0.1349790151099077
2006,KC,5,0.8245097061321325
2006,KC,6,0.7603315749455103
2006,KC,7,0.4276142460020692
2006,KC,8,0.46114637670918956
2006,KC,9,0.5
2006,KC,10,0.553122338217401
2006,KC,11,0.5392371039797967
2006,KC,12,0.5494897683955613
2006,KC,13,0.5736376186470288
2006,KC,14,0.5568665529904239
2006,KC,15,0.528157889283252
2006,KC,16,0.5
2006,KC,17,0.5253513259979528
2006,MIA,2,0.20795502850170017
2006,MIA,3,0.14950308961194098
2006,MIA,4,0.25225029208684824
2006,MIA,5,0.2917934964363208
2006,MIA,6,0.2550302360307967
2006,MIA,7,0.2797783591337285
2006,MIA,9,0.2803513860620652
2006,MIA,10,0.38660181650397635
2006,MIA,11,0.40705394184646954
2006,MIA,12,0.4329746945300372
2006,MIA,13,0.49660763974341615
2006,MIA,14,0.4532645696593047
2006,MIA,15,0.5178601235991959
2006,MIA,16,0.45741383290557514
2006,MIA,17,0.4513072781695452
2006,MIN,2,0.6131467042246532
2006,MIN,3,0.6233941845086985
2006,MIN,4,0.5405293786282344
2006,MIN,5,0.47907302833727594
2006,MIN,7,0.5546650909619587
2006,MIN,8,0.6516018545978121
2006,MIN,9,0.5052962721723271
2006,MIN,10,0.4747355148162647
2006,MIN,11,0.4518012938363579
2006,MIN,12,0.44262520931374866
2006,MIN,13,0.4670362802367653
2006,MIN,14,0.43962116800276335
2006,MIN,15,0.4727873929315361
2006,MIN,16,0.44218202498618453
2006,MIN,17,0.43901924213475213
2006,NE,2,0.5739742396959048
2006,NE,3,0.6523466214915026
2006,NE,4,0.48673535292776854
2006,NE,5,0.7012916143223029
2006,NE,7,0.7336492958703652
2006,NE,8,0.8056648690251437
2006,NE,9,0.8516485295862793
2006,NE,10,0.7902377746029905
2006,NE,11,0.7590225867585417
2006,NE,12,0.8288558981338838
2006,NE,13,0.8191181363505953
